geneID	proteinID	ARO	taxon	weight
WP_122630915.1	gb|WP_122630915.1|ARO:3005930|OXA-723	ARO:3005930	Acinetobacter baumannii	1
WP_101150415.1	gb|WP_101150415.1|ARO:3005931|OXA-726	ARO:3005931	Aeromonas hydrophila	1
WP_114272532.1	gb|WP_114272532.1|ARO:3005932|OXA-727	ARO:3005932	Acinetobacter	1
WP_116786835.1	gb|WP_116786835.1|ARO:3005933|OXA-728	ARO:3005933	Bacteria, Viruses, Fungi, and other genome sequence associated with antimicrobial resistance	1
WP_114699266.1	gb|WP_114699266.1|ARO:3005934|OXA-729	ARO:3005934	Shewanella algae	1
WP_116786836.1	gb|WP_116786836.1|ARO:3005935|OXA-730	ARO:3005935	Acinetobacter calcoaceticus	1
WP_116786833.1	gb|WP_116786833.1|ARO:3005936|OXA-731	ARO:3005936	Shewanella sp.	1
WP_072678505.1	gb|WP_072678505.1|ARO:3005937|OXA-732	ARO:3005937	Pseudomonas aeruginosa	1
WP_122630844.1	gb|WP_122630844.1|ARO:3005938|OXA-733	ARO:3005938	Acinetobacter baumannii	1
WP_122630853.1	gb|WP_122630853.1|ARO:3005939|OXA-734	ARO:3005939	Acinetobacter baumannii	1
WP_122630854.1	gb|WP_122630854.1|ARO:3005940|OXA-735	ARO:3005940	Acinetobacter baumannii	1
WP_122630855.1	gb|WP_122630855.1|ARO:3005941|OXA-736	ARO:3005941	Bacteria, Viruses, Fungi, and other genome sequence associated with antimicrobial resistance	1
WP_128268238.1	gb|WP_128268238.1|ARO:3005942|OXA-738	ARO:3005942	Acinetobacter baumannii	1
WP_114225343.1	gb|WP_114225343.1|ARO:3005943|OXA-739	ARO:3005943	Acinetobacter baumannii	1
WP_128268239.1	gb|WP_128268239.1|ARO:3005944|OXA-740	ARO:3005944	Acinetobacter baumannii	1
WP_128268240.1	gb|WP_128268240.1|ARO:3005945|OXA-741	ARO:3005945	Acinetobacter baumannii	1
WP_128268241.1	gb|WP_128268241.1|ARO:3005946|OXA-742	ARO:3005946	Acinetobacter baumannii	1
WP_128268242.1	gb|WP_128268242.1|ARO:3005947|OXA-743	ARO:3005947	Acinetobacter baumannii	1
WP_128268243.1	gb|WP_128268243.1|ARO:3005948|OXA-744	ARO:3005948	Acinetobacter baumannii	1
WP_128268244.1	gb|WP_128268244.1|ARO:3005949|OXA-745	ARO:3005949	Acinetobacter baumannii	1
WP_128268245.1	gb|WP_128268245.1|ARO:3005950|OXA-746	ARO:3005950	Acinetobacter baumannii	1
WP_128268246.1	gb|WP_128268246.1|ARO:3005951|OXA-747	ARO:3005951	Acinetobacter baumannii	1
WP_128268247.1	gb|WP_128268247.1|ARO:3005952|OXA-748	ARO:3005952	Acinetobacter baumannii	1
WP_128268248.1	gb|WP_128268248.1|ARO:3005953|OXA-749	ARO:3005953	Acinetobacter baumannii	1
WP_128268249.1	gb|WP_128268249.1|ARO:3005954|OXA-750	ARO:3005954	Acinetobacter baumannii	1
WP_128268250.1	gb|WP_128268250.1|ARO:3005955|OXA-751	ARO:3005955	Acinetobacter baumannii	1
WP_128268251.1	gb|WP_128268251.1|ARO:3005956|OXA-752	ARO:3005956	Acinetobacter baumannii	1
WP_128268252.1	gb|WP_128268252.1|ARO:3005957|OXA-753	ARO:3005957	Acinetobacter baumannii	1
WP_128268253.1	gb|WP_128268253.1|ARO:3005958|OXA-754	ARO:3005958	Acinetobacter baumannii	1
WP_128268254.1	gb|WP_128268254.1|ARO:3005959|OXA-755	ARO:3005959	Acinetobacter baumannii	1
WP_128268255.1	gb|WP_128268255.1|ARO:3005960|OXA-756	ARO:3005960	Acinetobacter baumannii	1
WP_128268256.1	gb|WP_128268256.1|ARO:3005961|OXA-757	ARO:3005961	Acinetobacter baumannii	1
WP_128268257.1	gb|WP_128268257.1|ARO:3005962|OXA-758	ARO:3005962	Acinetobacter baumannii	1
WP_128268258.1	gb|WP_128268258.1|ARO:3005963|OXA-759	ARO:3005963	Acinetobacter baumannii	1
WP_128268259.1	gb|WP_128268259.1|ARO:3005964|OXA-760	ARO:3005964	Acinetobacter baumannii	1
WP_128268260.1	gb|WP_128268260.1|ARO:3005965|OXA-761	ARO:3005965	Acinetobacter baumannii	1
WP_128268261.1	gb|WP_128268261.1|ARO:3005966|OXA-762	ARO:3005966	Acinetobacter baumannii	1
WP_128268262.1	gb|WP_128268262.1|ARO:3005967|OXA-763	ARO:3005967	Acinetobacter baumannii	1
WP_128268263.1	gb|WP_128268263.1|ARO:3005968|OXA-764	ARO:3005968	Acinetobacter baumannii	1
WP_128268264.1	gb|WP_128268264.1|ARO:3005969|OXA-765	ARO:3005969	Acinetobacter baumannii	1
WP_128268265.1	gb|WP_128268265.1|ARO:3005970|OXA-766	ARO:3005970	Acinetobacter baumannii	1
WP_128268266.1	gb|WP_128268266.1|ARO:3005971|OXA-767	ARO:3005971	Acinetobacter baumannii	1
WP_128268267.1	gb|WP_128268267.1|ARO:3005972|OXA-768	ARO:3005972	Acinetobacter baumannii	1
WP_128268268.1	gb|WP_128268268.1|ARO:3005973|OXA-769	ARO:3005973	Acinetobacter baumannii	1
WP_128268269.1	gb|WP_128268269.1|ARO:3005974|OXA-770	ARO:3005974	Acinetobacter baumannii	1
WP_128268270.1	gb|WP_128268270.1|ARO:3005975|OXA-771	ARO:3005975	Acinetobacter baumannii	1
WP_128268271.1	gb|WP_128268271.1|ARO:3005976|OXA-772	ARO:3005976	Acinetobacter baumannii	1
WP_128268272.1	gb|WP_128268272.1|ARO:3005977|OXA-773	ARO:3005977	Acinetobacter baumannii	1
WP_128268273.1	gb|WP_128268273.1|ARO:3005978|OXA-774	ARO:3005978	Acinetobacter baumannii	1
WP_128268274.1	gb|WP_128268274.1|ARO:3005979|OXA-775	ARO:3005979	Acinetobacter baumannii	1
WP_128268275.1	gb|WP_128268275.1|ARO:3005980|OXA-776	ARO:3005980	Acinetobacter baumannii	1
WP_122630923.1	gb|WP_122630923.1|ARO:3005981|OXA-777	ARO:3005981	Acinetobacter pittii	1
WP_122630924.1	gb|WP_122630924.1|ARO:3005982|OXA-778	ARO:3005982	Acinetobacter pittii	1
WP_049637206.1	gb|WP_049637206.1|ARO:3005983|OXA-780	ARO:3005983	Aeromonas	1
WP_128268276.1	gb|WP_128268276.1|ARO:3005984|OXA-781	ARO:3005984	Acinetobacter baumannii	1
WP_128268277.1	gb|WP_128268277.1|ARO:3005985|OXA-782	ARO:3005985	Acinetobacter baumannii	1
WP_128268278.1	gb|WP_128268278.1|ARO:3005986|OXA-783	ARO:3005986	Campylobacter coli	1
WP_065980086.1	gb|WP_065980086.1|ARO:3005987|OXA-784	ARO:3005987	Campylobacter	1
WP_126205827.1	gb|WP_126205827.1|ARO:3005988|OXA-785	ARO:3005988	Campylobacter jejuni	1
WP_128268279.1	gb|WP_128268279.1|ARO:3005989|OXA-786	ARO:3005989	Campylobacter jejuni	1
WP_136512083.1	gb|WP_136512083.1|ARO:3005990|OXA-787	ARO:3005990	Achromobacter dolens	1
WP_136512084.1	gb|WP_136512084.1|ARO:3005991|OXA-788	ARO:3005991	Providencia stuartii	1
WP_054500785.1	gb|WP_054500785.1|ARO:3005992|OXA-789	ARO:3005992	Achromobacter dolens	1
WP_136512085.1	gb|WP_136512085.1|ARO:3005993|OXA-793	ARO:3005993	Klebsiella pneumoniae	1
WP_136512086.1	gb|WP_136512086.1|ARO:3005994|OXA-794	ARO:3005994	Pseudomonas aeruginosa	1
WP_136512087.1	gb|WP_136512087.1|ARO:3005995|OXA-795	ARO:3005995	Pseudomonas aeruginosa	1
WP_110612827.1	gb|WP_110612827.1|ARO:3005996|OXA-796	ARO:3005996	Proteus sp. VIITMP5	1
WP_136512088.1	gb|WP_136512088.1|ARO:3005997|OXA-797	ARO:3005997	Acinetobacter baumannii	1
WP_136512089.1	gb|WP_136512089.1|ARO:3005998|OXA-798	ARO:3005998	Acinetobacter baumannii	1
WP_136512090.1	gb|WP_136512090.1|ARO:3005999|OXA-799	ARO:3005999	Acinetobacter baumannii	1
WP_136512091.1	gb|WP_136512091.1|ARO:3006000|OXA-800	ARO:3006000	Acinetobacter baumannii	1
WP_136512092.1	gb|WP_136512092.1|ARO:3006001|OXA-801	ARO:3006001	Acinetobacter pittii	1
WP_136512093.1	gb|WP_136512093.1|ARO:3006002|OXA-802	ARO:3006002	Acinetobacter pittii	1
WP_136512094.1	gb|WP_136512094.1|ARO:3006003|OXA-803	ARO:3006003	Acinetobacter pittii	1
WP_136512095.1	gb|WP_136512095.1|ARO:3006004|OXA-804	ARO:3006004	Acinetobacter pittii	1
WP_136512096.1	gb|WP_136512096.1|ARO:3006005|OXA-805	ARO:3006005	Bacteria, Viruses, Fungi, and other genome sequence associated with antimicrobial resistance	1
WP_136512097.1	gb|WP_136512097.1|ARO:3006006|OXA-806	ARO:3006006	Acinetobacter radioresistens	1
WP_136512098.1	gb|WP_136512098.1|ARO:3006007|OXA-807	ARO:3006007	Acinetobacter radioresistens	1
WP_136512099.1	gb|WP_136512099.1|ARO:3006008|OXA-808	ARO:3006008	Acinetobacter radioresistens	1
WP_136512100.1	gb|WP_136512100.1|ARO:3006009|OXA-809	ARO:3006009	Acinetobacter radioresistens	1
WP_136512101.1	gb|WP_136512101.1|ARO:3006010|OXA-810	ARO:3006010	Acinetobacter radioresistens	1
WP_136512102.1	gb|WP_136512102.1|ARO:3006011|OXA-811	ARO:3006011	Acinetobacter radioresistens	1
WP_005404206.1	gb|WP_005404206.1|ARO:3006012|OXA-813	ARO:3006012	Acinetobacter	1
WP_005405613.1	gb|WP_005405613.1|ARO:3006013|OXA-814	ARO:3006013	Acinetobacter radioresistens	1
WP_111280830.1	gb|WP_111280830.1|ARO:3006014|OXA-815	ARO:3006014	Acinetobacter radioresistens	1
WP_026444036.1	gb|WP_026444036.1|ARO:3006015|OXA-816	ARO:3006015	Acinetobacter	1
WP_075040046.1	gb|WP_075040046.1|ARO:3006016|OXA-817	ARO:3006016	Acinetobacter radioresistens	1
WP_032053762.1	gb|WP_032053762.1|ARO:3006017|OXA-819	ARO:3006017	Acinetobacter calcoaceticus/baumannii complex	1
WP_032057042.1	gb|WP_032057042.1|ARO:3006018|OXA-820	ARO:3006018	Acinetobacter calcoaceticus/baumannii complex	1
WP_057061999.1	gb|WP_057061999.1|ARO:3006019|OXA-821	ARO:3006019	Acinetobacter pittii	1
WP_133973918.1	gb|WP_133973918.1|ARO:3006020|OXA-822	ARO:3006020	Acinetobacter calcoaceticus	1
WP_136512103.1	gb|WP_136512103.1|ARO:3006021|OXA-823	ARO:3006021	Pseudomonas aeruginosa	1
WP_136512104.1	gb|WP_136512104.1|ARO:3006022|OXA-824	ARO:3006022	Pseudomonas aeruginosa	1
WP_140423319.1	gb|WP_140423319.1|ARO:3006023|OXA-826	ARO:3006023	Acinetobacter pittii	1
WP_140423320.1	gb|WP_140423320.1|ARO:3006024|OXA-827	ARO:3006024	Pseudomonas aeruginosa	1
WP_140423321.1	gb|WP_140423321.1|ARO:3006025|OXA-828	ARO:3006025	Acinetobacter baumannii	1
WP_140423322.1	gb|WP_140423322.1|ARO:3006026|OXA-829	ARO:3006026	Acinetobacter baumannii	1
WP_152315468.1	gb|WP_152315468.1|ARO:3006027|OXA-830	ARO:3006027	Bacteria, Viruses, Fungi, and other genome sequence associated with antimicrobial resistance	1
WP_140423323.1	gb|WP_140423323.1|ARO:3006028|OXA-831	ARO:3006028	Acinetobacter baumannii	1
WP_086264536.1	gb|WP_086264536.1|ARO:3006029|OXA-832	ARO:3006029	Acinetobacter pittii	1
WP_140423324.1	gb|WP_140423324.1|ARO:3006030|OXA-833	ARO:3006030	Klebsiella pneumoniae	1
WP_125052736.1	gb|WP_125052736.1|ARO:3006031|OXA-834	ARO:3006031	Acinetobacter baumannii	1
WP_148044423.1	gb|WP_148044423.1|ARO:3006032|OXA-836	ARO:3006032	Pseudomonas aeruginosa	1
WP_150823471.1	gb|WP_150823471.1|ARO:3006033|OXA-839	ARO:3006033	Achromobacter xylosoxidans	1
WP_150823472.1	gb|WP_150823472.1|ARO:3006034|OXA-840	ARO:3006034	Acinetobacter pittii	1
WP_150823473.1	gb|WP_150823473.1|ARO:3006035|OXA-841	ARO:3006035	Acinetobacter pittii	1
WP_087088911.1	gb|WP_087088911.1|ARO:3006036|OXA-842	ARO:3006036	Acinetobacter pittii	1
WP_150823474.1	gb|WP_150823474.1|ARO:3006037|OXA-843	ARO:3006037	Acinetobacter pittii	1
WP_150823475.1	gb|WP_150823475.1|ARO:3006038|OXA-844	ARO:3006038	Acinetobacter calcoaceticus	1
WP_150823476.1	gb|WP_150823476.1|ARO:3006039|OXA-845	ARO:3006039	Acinetobacter haemolyticus	1
WP_010793618.1	gb|WP_010793618.1|ARO:3006040|OXA-847	ARO:3006040	Pseudomonas	1
WP_019485147.1	gb|WP_019485147.1|ARO:3006041|OXA-848	ARO:3006041	Pseudomonas aeruginosa	1
WP_150823477.1	gb|WP_150823477.1|ARO:3006042|OXA-849	ARO:3006042	Pseudomonas aeruginosa	1
WP_014603442.1	gb|WP_014603442.1|ARO:3006043|OXA-851	ARO:3006043	Pseudomonas aeruginosa	1
WP_152315469.1	gb|WP_152315469.1|ARO:3006044|OXA-852	ARO:3006044	Acinetobacter baumannii	1
WP_114252036.1	gb|WP_114252036.1|ARO:3006045|OXA-853	ARO:3006045	Acinetobacter baumannii	1
WP_114158997.1	gb|WP_114158997.1|ARO:3006046|OXA-854	ARO:3006046	Acinetobacter baumannii	1
WP_032061328.1	gb|WP_032061328.1|ARO:3006047|OXA-855	ARO:3006047	Acinetobacter baumannii	1
WP_001021774.1	gb|WP_001021774.1|ARO:3006048|OXA-856	ARO:3006048	Acinetobacter baumannii	1
WP_152315470.1	gb|WP_152315470.1|ARO:3006049|OXA-857	ARO:3006049	Acinetobacter baumannii	1
WP_152315471.1	gb|WP_152315471.1|ARO:3006050|OXA-858	ARO:3006050	Acinetobacter baumannii	1
WP_152315472.1	gb|WP_152315472.1|ARO:3006051|OXA-859	ARO:3006051	Acinetobacter baumannii	1
WP_152315473.1	gb|WP_152315473.1|ARO:3006052|OXA-860	ARO:3006052	Acinetobacter baumannii	1
WP_152315474.1	gb|WP_152315474.1|ARO:3006053|OXA-861	ARO:3006053	Acinetobacter baumannii	1
WP_152315475.1	gb|WP_152315475.1|ARO:3006054|OXA-862	ARO:3006054	Acinetobacter baumannii	1
WP_152315476.1	gb|WP_152315476.1|ARO:3006055|OXA-863	ARO:3006055	Acinetobacter baumannii	1
WP_152315477.1	gb|WP_152315477.1|ARO:3006056|OXA-864	ARO:3006056	Acinetobacter baumannii	1
WP_152315478.1	gb|WP_152315478.1|ARO:3006057|OXA-865	ARO:3006057	Acinetobacter baumannii	1
WP_152315479.1	gb|WP_152315479.1|ARO:3006058|OXA-866	ARO:3006058	Acinetobacter baumannii	1
WP_152315480.1	gb|WP_152315480.1|ARO:3006059|OXA-867	ARO:3006059	Acinetobacter baumannii	1
WP_152315481.1	gb|WP_152315481.1|ARO:3006060|OXA-868	ARO:3006060	Acinetobacter baumannii	1
WP_152315482.1	gb|WP_152315482.1|ARO:3006061|OXA-869	ARO:3006061	Acinetobacter baumannii	1
WP_152315483.1	gb|WP_152315483.1|ARO:3006062|OXA-870	ARO:3006062	Acinetobacter baumannii	1
WP_152315484.1	gb|WP_152315484.1|ARO:3006063|OXA-871	ARO:3006063	Acinetobacter baumannii	1
WP_152315485.1	gb|WP_152315485.1|ARO:3006064|OXA-872	ARO:3006064	Acinetobacter baumannii	1
WP_152315486.1	gb|WP_152315486.1|ARO:3006065|OXA-873	ARO:3006065	Acinetobacter baumannii	1
WP_152315487.1	gb|WP_152315487.1|ARO:3006066|OXA-874	ARO:3006066	Acinetobacter baumannii	1
WP_152315488.1	gb|WP_152315488.1|ARO:3006067|OXA-875	ARO:3006067	Acinetobacter baumannii	1
WP_152315489.1	gb|WP_152315489.1|ARO:3006068|OXA-876	ARO:3006068	Acinetobacter baumannii	1
WP_152315490.1	gb|WP_152315490.1|ARO:3006069|OXA-877	ARO:3006069	Acinetobacter baumannii	1
WP_152315491.1	gb|WP_152315491.1|ARO:3006070|OXA-878	ARO:3006070	Acinetobacter baumannii	1
WP_152315492.1	gb|WP_152315492.1|ARO:3006071|OXA-879	ARO:3006071	Acinetobacter baumannii	1
WP_152315493.1	gb|WP_152315493.1|ARO:3006072|OXA-880	ARO:3006072	Acinetobacter baumannii	1
WP_152315494.1	gb|WP_152315494.1|ARO:3006073|OXA-881	ARO:3006073	Acinetobacter baumannii	1
WP_152315495.1	gb|WP_152315495.1|ARO:3006074|OXA-882	ARO:3006074	Acinetobacter baumannii	1
WP_152315496.1	gb|WP_152315496.1|ARO:3006075|OXA-883	ARO:3006075	Acinetobacter baumannii	1
WP_152315497.1	gb|WP_152315497.1|ARO:3006076|OXA-884	ARO:3006076	Acinetobacter baumannii	1
WP_152315498.1	gb|WP_152315498.1|ARO:3006077|OXA-885	ARO:3006077	Acinetobacter baumannii	1
WP_152315499.1	gb|WP_152315499.1|ARO:3006078|OXA-886	ARO:3006078	Acinetobacter baumannii	1
WP_152315500.1	gb|WP_152315500.1|ARO:3006079|OXA-887	ARO:3006079	Acinetobacter baumannii	1
WP_152315501.1	gb|WP_152315501.1|ARO:3006080|OXA-888	ARO:3006080	Acinetobacter baumannii	1
WP_152315502.1	gb|WP_152315502.1|ARO:3006081|OXA-889	ARO:3006081	Acinetobacter baumannii	1
WP_152315503.1	gb|WP_152315503.1|ARO:3006082|OXA-890	ARO:3006082	Acinetobacter baumannii	1
WP_152315504.1	gb|WP_152315504.1|ARO:3006083|OXA-891	ARO:3006083	Acinetobacter baumannii	1
WP_152315505.1	gb|WP_152315505.1|ARO:3006084|OXA-892	ARO:3006084	Acinetobacter baumannii	1
WP_194293137.1	gb|WP_194293137.1|ARO:3006085|OXA-893	ARO:3006085	Acinetobacter baumannii	1
WP_144376393.1	gb|WP_144376393.1|ARO:3006086|OXA-894	ARO:3006086	Shewanella xiamenensis	1
WP_156404658.1	gb|WP_156404658.1|ARO:3006087|OXA-896	ARO:3006087	Enterobacter cloacae	1
WP_178317675.1	gb|WP_178317675.1|ARO:3006088|OXA-900	ARO:3006088	Citrobacter freundii	1
WP_031757092.1	gb|WP_031757092.1|ARO:3006089|OXA-901	ARO:3006089	Pseudomonas aeruginosa	1
WP_024916334.1	gb|WP_024916334.1|ARO:3006090|OXA-902	ARO:3006090	Pseudomonas aeruginosa	1
WP_164461291.1	gb|WP_164461291.1|ARO:3006091|OXA-903	ARO:3006091	Pseudomonas aeruginosa	1
WP_003122322.1	gb|WP_003122322.1|ARO:3006092|OXA-904	ARO:3006092	Pseudomonas aeruginosa	1
WP_003161096.1	gb|WP_003161096.1|ARO:3006093|OXA-905	ARO:3006093	Pseudomonas	1
WP_164461292.1	gb|WP_164461292.1|ARO:3006094|OXA-907	ARO:3006094	Pseudomonas aeruginosa	1
WP_031694184.1	gb|WP_031694184.1|ARO:3006095|OXA-908	ARO:3006095	Pseudomonas aeruginosa	1
WP_162278338.1	gb|WP_162278338.1|ARO:3006096|OXA-909	ARO:3006096	Acinetobacter baumannii	1
WP_162280230.1	gb|WP_162280230.1|ARO:3006097|OXA-910	ARO:3006097	Acinetobacter baumannii	1
WP_168247884.1	gb|WP_168247884.1|ARO:3006098|OXA-911	ARO:3006098	Acinetobacter baumannii	1
WP_040068451.1	gb|WP_040068451.1|ARO:3006099|OXA-912	ARO:3006099	Aeromonas	1
WP_031691948.1	gb|WP_031691948.1|ARO:3006100|OXA-913	ARO:3006100	Pseudomonas	1
WP_023132404.1	gb|WP_023132404.1|ARO:3006101|OXA-914	ARO:3006101	Pseudomonas aeruginosa	1
WP_171476790.1	gb|WP_171476790.1|ARO:3006102|OXA-916	ARO:3006102	Acinetobacter baumannii	1
WP_161507793.1	gb|WP_161507793.1|ARO:3006103|OXA-917	ARO:3006103	Pseudomonas aeruginosa	1
WP_179284333.1	gb|WP_179284333.1|ARO:3006104|OXA-918	ARO:3006104	Klebsiella pneumoniae	1
WP_007879679.1	gb|WP_007879679.1|ARO:3006105|OXA-919	ARO:3006105	Bacteria, Viruses, Fungi, and other genome sequence associated with antimicrobial resistance	1
WP_179284336.1	gb|WP_179284336.1|ARO:3006106|OXA-920	ARO:3006106	Klebsiella pneumoniae	1
WP_179284339.1	gb|WP_179284339.1|ARO:3006107|OXA-921	ARO:3006107	Klebsiella quasipneumoniae	1
WP_188331876.1	gb|WP_188331876.1|ARO:3006108|OXA-922	ARO:3006108	Enterobacter kobei	1
WP_179284342.1	gb|WP_179284342.1|ARO:3006109|OXA-923	ARO:3006109	Enterobacter kobei	1
WP_179284345.1	gb|WP_179284345.1|ARO:3006110|OXA-924	ARO:3006110	Citrobacter freundii	1
WP_100507493.1	gb|WP_100507493.1|ARO:3006111|OXA-925	ARO:3006111	Achromobacter ruhlandii	1
WP_047480628.1	gb|WP_047480628.1|ARO:3006112|OXA-927	ARO:3006112	Acinetobacter baumannii	1
WP_188331877.1	gb|WP_188331877.1|ARO:3006113|OXA-928	ARO:3006113	Pseudomonas aeruginosa	1
WP_188331878.1	gb|WP_188331878.1|ARO:3006114|OXA-929	ARO:3006114	Escherichia coli	1
WP_121331722.1	gb|WP_121331722.1|ARO:3006115|OXA-932	ARO:3006115	Raoultella ornithinolytica	1
WP_141989064.1	gb|WP_141989064.1|ARO:3006116|OXA-935	ARO:3006116	Pseudomonas aeruginosa	1
WP_034081711.1	gb|WP_034081711.1|ARO:3006117|OXA-937	ARO:3006117	Pseudomonas aeruginosa	1
WP_086263559.1	gb|WP_086263559.1|ARO:3006118|OXA-938	ARO:3006118	Acinetobacter baumannii	1
WP_086261538.1	gb|WP_086261538.1|ARO:3006119|OXA-939	ARO:3006119	Acinetobacter baumannii	1
WP_086442870.1	gb|WP_086442870.1|ARO:3006120|OXA-940	ARO:3006120	Acinetobacter baumannii	1
WP_086395021.1	gb|WP_086395021.1|ARO:3006121|OXA-941	ARO:3006121	Acinetobacter pittii	1
WP_078225401.1	gb|WP_078225401.1|ARO:3006122|OXA-942	ARO:3006122	Acinetobacter pittii	1
WP_086398931.1	gb|WP_086398931.1|ARO:3006123|OXA-943	ARO:3006123	Acinetobacter pittii	1
WP_204376235.1	gb|WP_204376235.1|ARO:3006124|OXA-945	ARO:3006124	Acinetobacter bereziniae	1
WP_204376236.1	gb|WP_204376236.1|ARO:3006125|OXA-946	ARO:3006125	Acinetobacter calcoaceticus	1
WP_204376237.1	gb|WP_204376237.1|ARO:3006126|OXA-947	ARO:3006126	Acinetobacter lactucae	1
WP_204376238.1	gb|WP_204376238.1|ARO:3006127|OXA-948	ARO:3006127	Acinetobacter pittii	1
WP_204376239.1	gb|WP_204376239.1|ARO:3006128|OXA-949	ARO:3006128	Acinetobacter lactucae	1
WP_004111091.1	gb|WP_004111091.1|ARO:3002406|OXY-2-11	ARO:3002406	Klebsiella oxytoca	1
WP_063864548.1	gb|WP_063864548.1|ARO:3002407|OXY-2-12	ARO:3002407	Klebsiella oxytoca	1
WP_063864549.1	gb|WP_063864549.1|ARO:3002408|OXY-2-13	ARO:3002408	Klebsiella oxytoca	1
WP_063842752.1	gb|WP_063842752.1|ARO:3006129|OXY-2-14	ARO:3006129	Klebsiella oxytoca	1
WP_063864550.1	gb|WP_063864550.1|ARO:3006130|OXY-2-15	ARO:3006130	Klebsiella oxytoca	1
WP_148044424.1	gb|WP_148044424.1|ARO:3006964|PAU-1	ARO:3006964	Pseudomonas aeruginosa	1
WP_058176209.1	gb|WP_058176209.1|ARO:3006480|PDC-100	ARO:3006480	Pseudomonas aeruginosa	1
WP_063864560.1	gb|WP_063864560.1|ARO:3006481|PDC-101	ARO:3006481	Pseudomonas aeruginosa	1
WP_063864561.1	gb|WP_063864561.1|ARO:3006482|PDC-102	ARO:3006482	Pseudomonas aeruginosa	1
WP_031690214.1	gb|WP_031690214.1|ARO:3006483|PDC-103	ARO:3006483	Pseudomonas aeruginosa	1
WP_063864563.1	gb|WP_063864563.1|ARO:3006484|PDC-106	ARO:3006484	Pseudomonas aeruginosa	1
WP_063864564.1	gb|WP_063864564.1|ARO:3006485|PDC-107	ARO:3006485	Pseudomonas aeruginosa	1
WP_063864565.1	gb|WP_063864565.1|ARO:3006486|PDC-108	ARO:3006486	Pseudomonas aeruginosa	1
WP_029610673.1	gb|WP_029610673.1|ARO:3006487|PDC-109	ARO:3006487	Pseudomonas aeruginosa	1
WP_063864566.1	gb|WP_063864566.1|ARO:3006488|PDC-110	ARO:3006488	Pseudomonas aeruginosa	1
WP_063864567.1	gb|WP_063864567.1|ARO:3006489|PDC-111	ARO:3006489	Pseudomonas aeruginosa	1
WP_063864568.1	gb|WP_063864568.1|ARO:3006490|PDC-112	ARO:3006490	Pseudomonas aeruginosa	1
WP_063864569.1	gb|WP_063864569.1|ARO:3006491|PDC-113	ARO:3006491	Pseudomonas aeruginosa	1
WP_061189306.1	gb|WP_061189306.1|ARO:3006492|PDC-114	ARO:3006492	Pseudomonas aeruginosa	1
WP_031692400.1	gb|WP_031692400.1|ARO:3006493|PDC-115	ARO:3006493	Pseudomonas aeruginosa	1
WP_061193023.1	gb|WP_061193023.1|ARO:3006494|PDC-116	ARO:3006494	Pseudomonas aeruginosa	1
WP_009313329.1	gb|WP_009313329.1|ARO:3006495|PDC-12	ARO:3006495	Pseudomonas	1
WP_023089477.1	gb|WP_023089477.1|ARO:3006496|PDC-120	ARO:3006496	Pseudomonas aeruginosa	1
WP_023085632.1	gb|WP_023085632.1|ARO:3006497|PDC-121	ARO:3006497	Pseudomonas	1
WP_023109643.1	gb|WP_023109643.1|ARO:3006498|PDC-122	ARO:3006498	Pseudomonas aeruginosa	1
WP_049321692.1	gb|WP_049321692.1|ARO:3006499|PDC-123	ARO:3006499	Pseudomonas	1
WP_049239252.1	gb|WP_049239252.1|ARO:3006500|PDC-124	ARO:3006500	Pseudomonas aeruginosa	1
WP_053813381.1	gb|WP_053813381.1|ARO:3006501|PDC-125	ARO:3006501	Pseudomonas aeruginosa	1
WP_064483991.1	gb|WP_064483991.1|ARO:3006502|PDC-126	ARO:3006502	Pseudomonas aeruginosa	1
WP_064483992.1	gb|WP_064483992.1|ARO:3006503|PDC-127	ARO:3006503	Pseudomonas aeruginosa	1
WP_064483993.1	gb|WP_064483993.1|ARO:3006504|PDC-128	ARO:3006504	Pseudomonas aeruginosa	1
WP_064483994.1	gb|WP_064483994.1|ARO:3006505|PDC-129	ARO:3006505	Pseudomonas aeruginosa	1
WP_063864570.1	gb|WP_063864570.1|ARO:3006506|PDC-13	ARO:3006506	Pseudomonas aeruginosa	1
WP_064483995.1	gb|WP_064483995.1|ARO:3006507|PDC-130	ARO:3006507	Pseudomonas aeruginosa	1
WP_064483996.1	gb|WP_064483996.1|ARO:3006508|PDC-131	ARO:3006508	Pseudomonas aeruginosa	1
WP_064483997.1	gb|WP_064483997.1|ARO:3006509|PDC-132	ARO:3006509	Pseudomonas aeruginosa	1
WP_064483998.1	gb|WP_064483998.1|ARO:3006510|PDC-133	ARO:3006510	Pseudomonas aeruginosa	1
WP_064483999.1	gb|WP_064483999.1|ARO:3006511|PDC-134	ARO:3006511	Pseudomonas aeruginosa	1
WP_064484000.1	gb|WP_064484000.1|ARO:3006512|PDC-135	ARO:3006512	Pseudomonas aeruginosa	1
WP_064484001.1	gb|WP_064484001.1|ARO:3006513|PDC-136	ARO:3006513	Pseudomonas aeruginosa	1
WP_064484002.1	gb|WP_064484002.1|ARO:3006514|PDC-137	ARO:3006514	Pseudomonas aeruginosa	1
WP_064484003.1	gb|WP_064484003.1|ARO:3006515|PDC-138	ARO:3006515	Pseudomonas aeruginosa	1
